Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Farbe;Block;Neue Ordnerstruktur
22.09.2016;V8299.6T01;;Beschriftung Gelände allgemein;Text;;19;1;allgemein
22.09.2016;V8250.6001;;Gelände;Punkt;X01;19;1;allgemein
22.09.2016;V8250.6L01;;Gelände;Linie;00;19;1;allgemein
22.09.2016;V8252.6001;;Bruchkante;Punkt;X01;19;1;allgemein
22.09.2016;V8252.6L01;;Bruchkante;Linie;00;19;1;allgemein
22.09.2016;V8256.6001;;Böschung - UK;Punkt;X01;19;1;allgemein
22.09.2016;V8256.6L01;;Böschung - UK;Linie;00;19;1;allgemein
22.09.2016;V8254.6001;;Böschung - OK;Punkt;X01;19;1;allgemein
22.09.2016;V8254.6L01;;Böschung - OK;Linie;00;19;1;allgemein
22.09.2016;V8258.6001;;Graben - Sohle;Punkt;X01;19;1;allgemein
22.09.2016;V8258.6L01;;Graben - Sohle;Linie;00;19;1;allgemein
22.09.2016;V8260.6001;;Graben - Rand;Punkt;X01;19;1;allgemein
22.09.2016;V8260.6L01;;Graben - Rand;Linie;00;19;1;allgemein
22.09.2016;V8262.6001;;Rinne;Punkt;X01;19;1;allgemein
22.09.2016;V8262.6L01;;Rinne;Linie;05;19;1;allgemein
22.09.2016;V8265.6001;;Mulde;Punkt;X01;19;1;allgemein
22.09.2016;V8265.6L01;;Mulde;Linie;00;19;1;allgemein
22.09.2016;V8283.6001;;Mauer - UK;Punkt;X01;19;1;allgemein
22.09.2016;V8283.6L01;;Mauer - UK;Linie;52;19;1;allgemein
22.09.2016;V8286.6001;;Mauer - OK;Punkt;X01;19;1;allgemein
22.09.2016;V8286.6L01;;Mauer - OK;Linie;00;19;1;allgemein
22.09.2016;V8013.6001;;Mauer-HK;Punkt;X01;19;1;allgemein
22.09.2016;V8013.6L01;;Mauer-HK;Linie;00;19;1;allgemein
22.09.2016;V8289.6001;;Zaun;Punkt;X01;19;1;allgemein
22.09.2016;V8289.6L01;;Zaun;Linie;47;19;1;allgemein
22.09.2016;V8292.6001;;Geländer;Punkt;X01;19;1;allgemein
22.09.2016;V8292.6L01;;Geländer;Linie;06;19;1;allgemein
22.09.2016;V8281.6001;;Nutzungsartengrenze;Punkt;X01;19;1;allgemein
22.09.2016;V8281.6L01;;Nutzungsartengrenze;Linie;15;19;1;allgemein
22.09.2016;V8295.6001;;Gabione;Punkt;X01;19;1;allgemein
22.09.2016;V8295.6L01;;Gabione;Linie;Y16;19;1;allgemein
22.09.2016;V8267.6001;;Durchlass;Punkt;Y61;19;1;allgemein
22.09.2016;V8267.6L01;;Durchlass;Linie;Z06;19;1;allgemein
22.09.2016;V8400.6001;;Zufahrt;Punkt;X92;19;1;allgemein
22.09.2016;V8400.6L01;;Zufahrt;Linie;0;19;1;allgemein
22.09.2016;V8401.6001;;Zugang;Punkt;X91;19;1;allgemein
22.09.2016;V8401.6L01;;Zugang;Linie;0;19;1;allgemein
22.09.2016;V8268.6001;;Ufer;Punkt;X01;19;1;allgemein
22.09.2016;V8268.6L01;;Ufer;Linie;30;19;1;allgemein
22.09.2016;V8270.6001;;Wasserspiegel;Punkt;X25;19;1;allgemein
22.09.2016;V8270.6L01;;Wasserspiegel;Linie;30;19;1;allgemein
22.09.2016;V8550.6001;;Pflaster allgemein;Punkt;X01;19;1;allgemein
22.09.2016;V8550.6L01;;Pflaster allgemein;Linie;0;19;1;allgemein
22.09.2016;V8552.6001;;Pflaster Kopfstein;Punkt;X01;19;1;allgemein
22.09.2016;V8552.6L01;;Pflaster Kopfstein;Linie;0;19;1;allgemein
22.09.2016;V8554.6001;;Pflaster Rasengitter;Punkt;X01;19;1;allgemein
22.09.2016;V8554.6L01;;Pflaster Rasengitter;Linie;0;19;1;allgemein
22.09.2016;V8556.6001;;Pflaster Wasserbau;Punkt;X01;19;1;allgemein
22.09.2016;V8556.6L01;;Pflaster Wasserbau;Linie;0;19;1;allgemein
22.09.2016;V8298.6T02;;Beschriftung Gelände allgemein unter BW;Text;;19;1;BW unten
22.09.2016;V8251.6002;;Gelände unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8251.6L02;;Gelände unter BW;Linie;00;19;1;BW unten
22.09.2016;V8253.6002;;Bruchkante unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8253.6L02;;Bruchkante unter BW;Linie;00;19;1;BW unten
22.09.2016;V8257.6002;;Böschung - UK unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8257.6L02;;Böschung - UK unter BW;Linie;00;19;1;BW unten
22.09.2016;V8255.6002;;Böschung - OK unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8255.6L02;;Böschung - OK unter BW;Linie;00;19;1;BW unten
22.09.2016;V8259.6002;;Graben - Sohle unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8259.6L02;;Graben - Sohle unter BW;Linie;00;19;1;BW unten
22.09.2016;V8261.6002;;Graben - Rand unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8261.6L02;;Graben - Rand unter BW;Linie;00;19;1;BW unten
22.09.2016;V8263.6002;;Rinne unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8263.6L02;;Rinne unter BW;Linie;05;19;1;BW unten
22.09.2016;V8266.6002;;Mulde unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8266.6L02;;Mulde unter BW;Linie;00;19;1;BW unten
22.09.2016;V8284.6002;;Mauer - UK unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8284.6L02;;Mauer - UK unter BW;Linie;52;19;1;BW unten
22.09.2016;V8287.6002;;Mauer - OK unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8287.6L02;;Mauer - OK unter BW;Linie;00;19;1;BW unten
22.09.2016;V8014.6002;;Mauer-HK unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8014.6L02;;Mauer-HK unter BW;Linie;00;19;1;BW unten
22.09.2016;V8290.6002;;Zaun unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8290.6L02;;Zaun unter BW;Linie;47;19;1;BW unten
22.09.2016;V8293.6002;;Geländer unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8293.6L02;;Geländer unter BW;Linie;06;19;1;BW unten
22.09.2016;V8282.6002;;Nutzungsartengrenze unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8282.6L02;;Nutzungsartengrenze unter BW;Linie;15;19;1;BW unten
22.09.2016;V8296.6002;;Gabione unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8296.6L02;;Gabione unter BW;Linie;Y16;19;1;BW unten
22.09.2016;V8240.6002;;Durchlass unter BW;Punkt;Y61;19;1;BW unten
22.09.2016;V8240.6L02;;Durchlass unter BW;Linie;Z06;19;1;BW unten
22.09.2016;V8241.6002;;Zufahrt unter BW ;Punkt;X92;19;1;BW unten
22.09.2016;V8241.6L02;;Zufahrt unter BW ;Linie;0;19;1;BW unten
22.09.2016;V8242.6002;;Zugang unter BW ;Punkt;X91;19;1;BW unten
22.09.2016;V8242.6L02;;Zugang unter BW ;Linie;0;19;1;BW unten
22.09.2016;V8269.6002;;Ufer unter BW;Punkt;X01;19;1;BW unten
22.09.2016;V8269.6L02;;Ufer unter BW;Linie;30;19;1;BW unten
22.09.2016;V8271.6002;;Wasserspiegel unter BW;Punkt;X25;19;1;BW unten
22.09.2016;V8271.6L02;;Wasserspiegel unter BW;Linie;30;19;1;BW unten
22.09.2016;V8551.6002;;Pflaster unter BW allgemein;Punkt;X01;19;1;BW unten
22.09.2016;V8551.6L02;;Pflaster unter BW allgemein;Linie;0;19;1;BW unten
22.09.2016;V8553.6002;;Pflaster unter BW Kopfstein;Punkt;X01;19;1;BW unten
22.09.2016;V8553.6L02;;Pflaster unter BW Kopfstein;Linie;0;19;1;BW unten
22.09.2016;V8555.6002;;Pflaster unter BW Rasengitter;Punkt;X01;19;1;BW unten
22.09.2016;V8555.6L02;;Pflaster unter BW Rasengitter;Linie;0;19;1;BW unten
22.09.2016;V8557.6002;;Pflaster unter BW Wasserbau;Punkt;X01;19;1;BW unten
22.09.2016;V8557.6L02;;Pflaster unter BW Wasserbau;Linie;0;19;1;BW unten
22.09.2016;V8248.6T03;;Beschriftung Gelände allgemein oben BW;Text;;19;1;BW oben
22.09.2016;V8264.6003;;Rinne oben BW;Punkt;X01;19;1;BW oben
22.09.2016;V8264.6L03;;Rinne oben BW;Linie;05;19;1;BW oben
22.09.2016;V8285.6003;;Mauer - UK oben BW ;Punkt;X01;19;1;BW oben
22.09.2016;V8285.6L03;;Mauer - UK oben BW ;Linie;52;19;1;BW oben
22.09.2016;V8288.6003;;Mauer - OK oben BW;Punkt;X01;19;1;BW oben
22.09.2016;V8288.6L03;;Mauer - OK oben BW;Linie;00;19;1;BW oben
22.09.2016;V8015.6003;;Mauer-HK oben BW;Punkt;X01;19;1;BW oben
22.09.2016;V8015.6L03;;Mauer-HK oben BW;Linie;00;19;1;BW oben
22.09.2016;V8291.6003;;Zaun oben BW;Punkt;X01;19;1;BW oben
22.09.2016;V8291.6L03;;Zaun oben BW;Linie;47;19;1;BW oben
22.09.2016;V8294.6003;;Geländer oben BW;Punkt;X01;19;1;BW oben
22.09.2016;V8294.6L03;;Geländer oben BW;Linie;06;19;1;BW oben
22.09.2016;V8297.6003;;Gabione oben BW;Punkt;X01;19;1;BW oben
22.09.2016;V8297.6L03;;Gabione oben BW;Linie;Y16;19;1;BW oben
22.09.2016;V8247.6T01;;Beschriftung Sonstiges Gelände;Text;;19;1;Sonstiges Gelände
22.09.2016;V8272.6001;;Brunnen;Punkt;X26;19;1;Sonstiges Gelände
22.09.2016;V8272.6L01;;Brunnen;Linie;0;19;1;Sonstiges Gelände
22.09.2016;V8609.6001;;Denkmal;Punkt;X45;19;1;Sonstiges Gelände
22.09.2016;V8609.6L01;;Denkmal;Linie;0;19;1;Sonstiges Gelände
22.09.2016;V8610.6001;;Telefon - Standort;Punkt;X75;19;1;Sonstiges Gelände
22.09.2016;V8610.6L01;;Telefon - Standort;Linie;0;19;1;Sonstiges Gelände
22.09.2016;V8611.6001;;Wartehaus;Punkt;f38;19;1;Sonstiges Gelände
22.09.2016;V8611.6L01;;Wartehaus;Linie;0;19;1;Sonstiges Gelände
22.09.2016;V8206.6T01;;Beschriftung Bewuchs;Text;;19;1;Bewuchs
22.09.2016;V8273.6001;;Nadelbaum;Punkt;f38;19;1;Bewuchs
22.09.2016;V8273.6L01;;Nadelbaum;Linie;0;19;1;Bewuchs
22.09.2016;V8274.6001;;Nadelbaum - mehrstämmig;Punkt;f38;19;1;Bewuchs
22.09.2016;V8274.6L01;;Nadelbaum - mehrstämmig;Linie;0;19;1;Bewuchs
22.09.2016;V8275.6001;;Laubbaum;Punkt;f38;19;1;Bewuchs
22.09.2016;V8275.6L01;;Laubbaum;Linie;0;19;1;Bewuchs
22.09.2016;V8276.6001;;Laubbaum - mehrstämmig;Punkt;f38;19;1;Bewuchs
22.09.2016;V8276.6L01;;Laubbaum - mehrstämmig;Linie;0;19;1;Bewuchs
22.09.2016;V8277.6001;;Hecke;Punkt;f38;19;1;Bewuchs
22.09.2016;V8277.6L01;;Hecke;Linie;0;19;1;Bewuchs
22.09.2016;V8278.6001;;Hecke - Umrandung;Punkt;f38;19;1;Bewuchs
22.09.2016;V8278.6L01;;Hecke - Umrandung;Linie;0;19;1;Bewuchs
22.09.2016;V8279.6001;;Busch;Punkt;f38;19;1;Bewuchs
22.09.2016;V8279.6L01;;Busch;Linie;0;19;1;Bewuchs
22.09.2016;V8280.6001;;Busch - Umrandung;Punkt;f38;19;1;Bewuchs
22.09.2016;V8280.6L01;;Busch - Umrandung;Linie;0;19;1;Bewuchs
22.09.2016;V8449.6T01;;Beschriftung Straße;Text;;19;2;Straße
22.09.2016;V8405.6001;;FB - Rand;Punkt;X01;19;2;Fahrbahn
22.09.2016;V8405.6L01;;FB - Rand;Linie;0;19;2;Fahrbahn
22.09.2016;V8402.6001;;FB - Mitte;Punkt;X01;19;2;Fahrbahn
22.09.2016;V8402.6L01;;FB - Mitte;Linie;0;19;2;Fahrbahn
22.09.2016;V8411.6001;;Bankett;Punkt;X01;19;2;Fahrbahn
22.09.2016;V8411.6L01;;Bankett;Linie;0;19;2;Fahrbahn
22.09.2016;V8414.6001;;Bord - UK;Punkt;X01;19;2;Fahrbahn
22.09.2016;V8414.6L01;;Bord - UK;Linie;0;19;2;Fahrbahn
22.09.2016;V8417.6001;;Bord - OK;Punkt;X01;19;2;Fahrbahn
22.09.2016;V8417.6L01;;Bord - OK;Linie;0;19;2;Fahrbahn
22.09.2016;V8420.6001;;FB - Decke;Punkt;X01;19;2;Fahrbahn
22.09.2016;V8420.6L01;;FB - Decke;Linie;0;19;2;Fahrbahn
22.09.2016;V8423.6001;;FB - Fuge;Punkt;X01;19;2;Fahrbahn
22.09.2016;V8423.6L01;;FB - Fuge;Linie;0;19;2;Fahrbahn
22.09.2016;V8426.6001;;FB - Dehnungsfuge;Punkt;X01;19;2;Fahrbahn
22.09.2016;V8426.6L01;;FB - Dehnungsfuge;Linie;0;19;2;Fahrbahn
22.09.2016;V8429.60r1;;Fahrbahnbegrenzung rechts schmal Linie Abb. Rechts;Punkt;X01;19;2;Markierung
22.09.2016;V8429.6Lr1;;Fahrbahnbegrenzung rechts schmal Linie Abb. rechts;Linie;M03;19;2;Markierung
22.09.2016;V8408.60r1;;Fahrbahnbegrenzung rehts schmal gestrichelt Abb. rechts;Punkt;X01;19;2;Markierung
22.09.2016;V8408.6Lr1;;Fahrbahnbegrenzung rehts schmal gestrichelt Abb. rechts;Linie;0;19;2;Markierung
22.09.2016;V8431.60r1;;Fahrbahnbegrenzung rechts breit Linie Abb. rechts;Punkt;X01;19;2;Markierung
22.09.2016;V8431.6Lr1;;Fahrbahnbegrenzung rechts breit Linie Abb. rechts;Linie;M09;19;2;Markierung
22.09.2016;V8430.60r1;;Fahrbahnbegrenzung rechts breit gestrichelt Abb. rechts;Punkt;X01;19;2;Markierung
22.09.2016;V8430.6Lr1;;Fahrbahnbegrenzung rechts breit gestrichelt Abb. rechts;Linie;M12;19;2;Markierung
22.09.2016;V8429.60l1;;Fahrbahnbegrenzung links schmal Linie Abb. links;Punkt;X01;19;2;Markierung
22.09.2016;V8429.6Ll1;;Fahrbahnbegrenzung links schmal Linie Abb. links;Linie;M02;19;2;Markierung
22.09.2016;V8408.60l1;;Fahrbahnbegrenzung links schmal gestrichelt Abb. links;Punkt;X01;19;2;Markierung
22.09.2016;V8408.6Ll1;;Fahrbahnbegrenzung links schmal gestrichelt Abb. links;Linie;0;19;2;Markierung
22.09.2016;V8431.60l1;;Fahrbahnbegrenzung links breit Linie Abb. links;Punkt;X01;19;2;Markierung
22.09.2016;V8431.6Ll1;;Fahrbahnbegrenzung links breit Linie Abb. links;Linie;M08;19;2;Markierung
22.09.2016;V8430.60l1;;Fahrbahnbegrenzung links breit gestrichelt Abb. links;Punkt;X01;19;2;Markierung
22.09.2016;V8430.6Ll1;;Fahrbahnbegrenzung links breit gestrichelt Abb. links;Linie;M11;19;2;Markierung
22.09.2016;V8442.60S1;;Fahrstreifenbegrenzung schmal Linie Abb. mittig;Punkt;X01;19;2;Markierung
22.09.2016;V8442.6LS1;;Fahrstreifenbegrenzung schmal Linie Abb. mittig;Linie;M01;19;2;Markierung
22.09.2016;V8443.60S1;;Fahrstreifenbegrenzung schmal gestrichelt Abb. mittig;Punkt;X01;19;2;Markierung
22.09.2016;V8443.6LS1;;Fahrstreifenbegrenzung schmal gestrichelt Abb. mittig;Linie;M05;19;2;Markierung
22.09.2016;V8444.60S1;;Fahrstreifenbegrenzung breit Linie Abb. mittig;Punkt;X01;19;2;Markierung
22.09.2016;V8444.6LS1;;Fahrstreifenbegrenzung breit Linie Abb. mittig;Linie;M07;19;2;Markierung
22.09.2016;V8445.60S1;;Fahrstreifenbegrenzung breit gestrichelt Abb. mittig;Punkt;X01;19;2;Markierung
22.09.2016;V8445.6LS1;;Fahrstreifenbegrenzung breit gestrichelt Abb. mittig;Linie;M10;19;2;Markierung
22.09.2016;V8438.6001;;Haltelinie breite Linie Abb. links (50 cm);Punkt;X01;19;2;Markierung
22.09.2016;V8438.6L01;;Haltelinie breite Linie Abb. links (50 cm);Linie;M50;19;2;Markierung
22.09.2016;V8439.6001;;Haltelinie breite gestrichelt Abb. links (50 cm);Punkt;X01;19;2;Markierung
22.09.2016;V8439.6L01;;Haltelinie breite gestrichelt Abb. links (50 cm);Linie;M52;19;2;Markierung
22.09.2016;V8617.6001;;Pfeil - Gerade;Punkt;X83;19;2;Markierung
22.09.2016;V8617.6L01;;Pfeil - Gerade;Linie;0;19;2;Markierung
22.09.2016;V8618.6001;;Pfeil - G/R;Punkt;X84;19;2;Markierung
22.09.2016;V8618.6L01;;Pfeil - G/R;Linie;0;19;2;Markierung
22.09.2016;V8619.6001;;Pfeil - G/L;Punkt;X85;19;2;Markierung
22.09.2016;V8619.6L01;;Pfeil - G/L;Linie;0;19;2;Markierung
22.09.2016;V8620.6001;;Pfeil - Rechts;Punkt;X86;19;2;Markierung
22.09.2016;V8620.6L01;;Pfeil - Rechts;Linie;0;19;2;Markierung
22.09.2016;V8621.6001;;Pfeil - Links;Punkt;X87;19;2;Markierung
22.09.2016;V8621.6L01;;Pfeil - Links;Linie;0;19;2;Markierung
22.09.2016;V8558.6001;;Wegrand;Punkt;X01;19;2;Wege
22.09.2016;V8558.6L01;;Wegrand;Linie;5;19;2;Wege
22.09.2016;V8561.6001;;Wegrand unbefestigt;Punkt;X01;19;2;Wege
22.09.2016;V8561.6L01;;Wegrand unbefestigt;Linie;66;19;2;Wege
22.09.2016;V8564.6001;;Wegmitte;Punkt;X01;19;2;Wege
22.09.2016;V8564.6L01;;Wegmitte;Linie;0;19;2;Wege
22.09.2016;V8567.6001;;Gehweg;Punkt;X01;19;2;Wege
22.09.2016;V8567.6L01;;Gehweg;Linie;5;19;2;Wege
22.09.2016;V8570.6001;;Radweg;Punkt;X01;19;2;Wege
22.09.2016;V8570.6L01;;Radweg;Linie;5;19;2;Wege
22.09.2016;V8573.6001;;Schotter;Punkt;X01;19;2;Wege
22.09.2016;V8573.6L01;;Schotter;Linie;0;19;2;Wege
22.09.2016;V8576.6001;;Rabatte;Punkt;X01;19;2;Wege
22.09.2016;V8576.6L01;;Rabatte;Linie;0;19;2;Wege
22.09.2016;V8498.6T02;;Beschriftung Straße unter BW;Text;;19;2;Straße BW unten
22.09.2016;V8406.6002;;FB - Rand unter BW;Punkt;X01;19;2;Fahrbahn BW unten
22.09.2016;V8406.6L02;;FB - Rand unter BW;Linie;0;19;2;Fahrbahn BW unten
22.09.2016;V8403.6002;;FB - Mitte unter BW;Punkt;X01;19;2;Fahrbahn BW unten
22.09.2016;V8403.6L02;;FB - Mitte unter BW;Linie;0;19;2;Fahrbahn BW unten
22.09.2016;V8412.6002;;Bankett unter BW;Punkt;X01;19;2;Fahrbahn BW unten
22.09.2016;V8412.6L02;;Bankett unter BW;Linie;0;19;2;Fahrbahn BW unten
22.09.2016;V8415.6002;;Bord - UK unter BW;Punkt;X01;19;2;Fahrbahn BW unten
22.09.2016;V8415.6L02;;Bord - UK unter BW;Linie;0;19;2;Fahrbahn BW unten
22.09.2016;V8418.6002;;Bord - OK unter BW;Punkt;X01;19;2;Fahrbahn BW unten
22.09.2016;V8418.6L02;;Bord - OK unter BW;Linie;0;19;2;Fahrbahn BW unten
22.09.2016;V8421.6002;;FB - Decke unter BW;Punkt;X01;19;2;Fahrbahn BW unten
22.09.2016;V8421.6L02;;FB - Decke unter BW;Linie;0;19;2;Fahrbahn BW unten
22.09.2016;V8424.6002;;FB - Fuge unter BW;Punkt;X01;19;2;Fahrbahn BW unten
22.09.2016;V8424.6L02;;FB - Fuge unter BW;Linie;0;19;2;Fahrbahn BW unten
22.09.2016;V8427.6002;;FB - Dehnungsfuge unter BW;Punkt;X01;19;2;Fahrbahn BW unten
22.09.2016;V8427.6L02;;FB - Dehnungsfuge unter BW;Linie;0;19;2;Fahrbahn BW unten
22.09.2016;V8432.60r2;;Fahrbahnbegrenzung unter BW schmal Linie Abb. rechts;Punkt;X01;19;2;Markierung BW unten
22.09.2016;V8432.6Lr2;;Fahrbahnbegrenzung unter BW schmal Linie Abb. rechts;Linie;M03;19;2;Markierung BW unten
22.09.2016;V8409.60r2;;Fahrbahnbegrenzung unter BW schmal gestrichelt Abb. rechts;Punkt;X01;19;2;Markierung BW unten
22.09.2016;V8409.6Lr2;;Fahrbahnbegrenzung unter BW schmal gestrichelt Abb. rechts;Linie;0;19;2;Markierung BW unten
22.09.2016;V8434.60r2;;Fahrbahnbegrenzung unter BW breit Linie Abb. rechts;Punkt;X01;19;2;Markierung BW unten
22.09.2016;V8434.6Lr2;;Fahrbahnbegrenzung unter BW breit Linie Abb. rechts;Linie;M09;19;2;Markierung BW unten
22.09.2016;V8433.60r2;;Fahrbahnbegrenzung unter BW breit gestrichelt Abb. rechts;Punkt;X01;19;2;Markierung BW unten
22.09.2016;V8433.6Lr2;;Fahrbahnbegrenzung unter BW breit gestrichelt Abb. rechts;Linie;M12;19;2;Markierung BW unten
22.09.2016;V8432.60l2;;Fahrbahnbegrenzung unter BW schmal Linie Abb. links;Punkt;X01;19;2;Markierung BW unten
22.09.2016;V8432.6Ll2;;Fahrbahnbegrenzung unter BW schmal Linie Abb. links;Linie;M02;19;2;Markierung BW unten
22.09.2016;V8409.60l2;;Fahrbahnbegrenzung unter BW schmal gestrichelt Abb. links;Punkt;X01;19;2;Markierung BW unten
22.09.2016;V8409.6Ll2;;Fahrbahnbegrenzung unter BW schmal gestrichelt Abb. links;Linie;0;19;2;Markierung BW unten
22.09.2016;V8434.60l2;;Fahrbahnbegrenzung unter BW breit Linie Abb. links;Punkt;X01;19;2;Markierung BW unten
22.09.2016;V8434.6Ll2;;Fahrbahnbegrenzung unter BW breit Linie Abb. links;Linie;M08;19;2;Markierung BW unten
22.09.2016;V8433.60l2;;Fahrbahnbegrenzung unter BW breit gestrichelt Abb. links;Punkt;X01;19;2;Markierung BW unten
22.09.2016;V8433.6Ll2;;Fahrbahnbegrenzung unter BW breit gestrichelt Abb. links;Linie;M11;19;2;Markierung BW unten
